text	source_full_code	numeric_pinyin	marked_pinyin
下载咯	1jds6fdl\eee	xia4 zai4 lo5	xià zài lo
下输了	1jds9uuu\eee	xia4 shu1 le5	xià shū le
下达了	1jds]sdf\eee	xia4 da2 le5	xià dá le
下过了	1jdsguew\eee	xia4 guo4 le5	xià guò le
下这么	1jds7rew-eee	xia4 zhe4 me5	xià zhè me
下进了	1jds3jcz\eee	xia4 jin4 le5	xià jìn le
下选了	1jds1.sz\eee	xia4 xuan3 le5	xià xuǎn le
下那么	1jdsnfds-eee	xia4 na4 me5	xià nà me
下锅了	1jdsgurr\eee	xia4 guo1 le5	xià guō le
下错了	1jds5uew\eee	xia4 cuo4 le5	xià cuò le
下降了	1jds3jd/\eee	xia4 jiang4 le5	xià jiàng le
下陷了	1jds1jdz\eee	xia4 xian4 le5	xià xiàn le
下雨了	1jds`...\eee	xia4 yu3 le5	xià yǔ le
下雪了	1jds1.xx\eee	xia4 xue3 le5	xià xuě le
下雾了	1jds=uio\eee	xia4 wu4 le5	xià wù le
下霜了	1jds9uf;\eee	xia4 shuang1 le5	xià shuāng le
下面了	1jds-jdz\eee	xia4 mian4 le5	xià miàn le
下颚	1jds'rew	xia4 e4	xià è
下颚处	1jds'rew8uio	xia4 e4 chu4	xià è chù
下颚线	1jds'rew1jdz	xia4 e4 xian4	xià è xiàn
下颚角	1jds'rew3lso	xia4 e4 jiao3	xià è jiǎo
下颚骨	1jds'rewgooo	xia4 e4 gu3	xià è gǔ
下饭了	1jds[fdz\eee	xia4 fan4 le5	xià fàn le
下马了	1jds-sss\eee	xia4 ma3 le5	xià mǎ le
不上了	boiu9fd/\eee	bu2 shang4 le5	bú shàng le
不下了	boiu1jds\eee	bu2 xia4 le5	bú xià le
不丑了	buio8wwo\eee	bu4 chou3 le5	bù chǒu le
不严了	buioylda\eee	bu4 yan2 le5	bù yán le
不中了	buio7ur;\eee	bu4 zhong1 le5	bù zhōng le
不为了	boiu=ucl\eee	bu2 wei4 le5	bú wèi le
不举了	buio3...\eee	bu4 ju3 le5	bù jǔ le
不久了	buio3lwo\eee	bu4 jiu3 le5	bù jiǔ le
不么样	buio-eeeyjd/	bu4 me5 yang4	bù me yàng
不义了	boiuyjkl\eee	bu2 yi4 le5	bú yì le
不乖了	buiogufj\eee	bu4 guai1 le5	bù guāi le
不乖哦	buiogufj'wer	bu4 guai1 o2	bù guāi ó
不买了	buio-ssl\eee	bu4 mai3 le5	bù mǎi le
不乱了	boiu\udz\eee	bu2 luan4 le5	bú luàn le
不了么	buio\lso-eee	bu4 liao3 me5	bù liǎo me
不了哈	buio\eeehfff	bu4 le5 ha1	bù le hā
不争了	buio7rr;\eee	bu4 zheng1 le5	bù zhēng le
不亏了	buioquvj\eee	bu4 kui1 le5	bù kuī le
不交了	buio3jfu\eee	bu4 jiao1 le5	bù jiāo le
不亮了	boiu\jd/\eee	bu2 liang4 le5	bú liàng le
不亲了	buio2jva\eee	bu4 qin1 le5	bù qīn le
不什么	buio9xca-eee	bu4 shen2 me5	bù shén me
不休了	buio1jru\eee	bu4 xiu1 le5	bù xiū le
不会了	boiuhucl\eee	bu2 hui4 le5	bú huì le
不会咯	boiuhucl\eee	bu2 hui4 lo5	bú huì lo
不会哦	boiuhucl'wer	bu2 hui4 o2	bú huì ó
不会饿	boiuhucl'rew	bu2 hui4 e4	bú huì è
不传了	buio8oda\eee	bu4 chuan2 le5	bù chuán le
不低了	buio]jjj\eee	bu4 di1 le5	bù dī le
不住了	boiu7uio\eee	bu2 zhu4 le5	bú zhù le
不作了	boiu6uew\eee	bu2 zuo4 le5	bú zuò le
不作恶	boiu6uew'rew	bu2 zuo4 e4	bú zuò è
不佳了	buio3jff\eee	bu4 jia1 le5	bù jiā le
不依了	buioyjjj\eee	bu4 yi1 le5	bù yī le
不便了	boiubjdz\eee	bu2 bian4 le5	bú biàn le
不保了	buiobsso\eee	bu4 bao3 le5	bù bǎo le
不信了	boiu1jcz\eee	bu2 xin4 le5	bú xìn le
不修了	buio1jru\eee	bu4 xiu1 le5	bù xiū le
不倒了	buio]sso\eee	bu4 dao3 le5	bù dǎo le
不借了	boiu3jcx\eee	bu2 jie4 le5	bú jiè le
不值了	buio7LKJ\eee	bu4 zhi2 le5	bù zhí le
不假了	buio3lss\eee	bu4 jia3 le5	bù jiǎ le
不做了	boiu6uew\eee	bu2 zuo4 le5	bú zuò le
不停了	buiotle;\eee	bu4 ting2 le5	bù tíng le
不傻了	buio9sss\eee	bu4 sha3 le5	bù shǎ le
不像了	boiu1jd/\eee	bu2 xiang4 le5	bú xiàng le
不全了	buio2.da\eee	bu4 quan2 le5	bù quán le
不养了	buioyls/\eee	bu4 yang3 le5	bù yǎng le
不再了	boiu6fdl\eee	bu2 zai4 le5	bú zài le
不写了	buio1lxx\eee	bu4 xie3 le5	bù xiě le
不冷么	buio\ww/-eee	bu4 leng3 me5	bù lěng me
不冷了	buio\ww/\eee	bu4 leng3 le5	bù lěng le
不冷漠	buio\ww/-rew	bu4 leng3 mo4	bù lěng mò
不准了	buio7oxz\eee	bu4 zhun3 le5	bù zhǔn le
不减了	buio3lsz\eee	bu4 jian3 le5	bù jiǎn le
不出了	buio8uuu\eee	bu4 chu1 le5	bù chū le
不分了	buio[vva\eee	bu4 fen1 le5	bù fēn le
不列了	boiu\jcx\eee	bu2 lie4 le5	bú liè le
不删了	buio9ffa\eee	bu4 shan1 le5	bù shān le
不利了	boiu\jkl\eee	bu2 li4 le5	bú lì le
不到么	boiu]fdo-eee	bu2 dao4 me5	bú dào me
不到了	boiu]fdo\eee	bu2 dao4 le5	bú dào le
不刷了	buio9uff\eee	bu4 shua1 le5	bù shuā le
不剩了	boiu9re/\eee	bu2 sheng4 le5	bú shèng le
不劝了	boiu2mdz\eee	bu2 quan4 le5	bú quàn le
不办了	boiubfdz\eee	bu2 ban4 le5	bú bàn le
不加了	buio3jff\eee	bu4 jia1 le5	bù jiā le
不动了	boiu]ue/\eee	bu2 dong4 le5	bú dòng le
不匀了	buio`.ca\eee	bu4 yun2 le5	bù yún le
不包了	buiobffu\eee	bu4 bao1 le5	bù bāo le
不升了	buio9rr;\eee	bu4 sheng1 le5	bù shēng le
不卖了	boiu-fdl\eee	bu2 mai4 le5	bú mài le
不卡了	buioqsss\eee	bu4 ka3 le5	bù kǎ le
不卷了	buio3.sz\eee	bu4 juan3 le5	bù juǎn le
不去了	boiu2m,.\eee	bu2 qu4 le5	bú qù le
不发了	buio[fff\eee	bu4 fa1 le5	bù fā le
不变了	boiubjdz\eee	bu2 bian4 le5	bú biàn le
不叫了	boiu3jdo\eee	bu2 jiao4 le5	bú jiào le
不可捉摸	buioqwww7urr-rrr	bu4 ke3 zhuo1 mo1	bù kě zhuō mō
不可摸捉	buioqwww-rrr7urr	bu4 ke3 mo1 zhuo1	bù kě mō zhuō
不吃了	buio8JJJ\eee	bu4 chi1 le5	bù chī le
不合了	buiohwer\eee	bu4 he2 le5	bù hé le
不同了	buiotoe;\eee	bu4 tong2 le5	bù tóng le
不吐了	buiotooo\eee	bu4 tu3 le5	bù tǔ le
不听了	buiotjr;\eee	bu4 ting1 le5	bù tīng le
不吵了	buio8sso\eee	bu4 chao3 le5	bù chǎo le
不吸了	buio1jjj\eee	bu4 xi1 le5	bù xī le
不吹了	buio8uvj\eee	bu4 chui1 le5	bù chuī le
不告了	boiugfdo\eee	bu2 gao4 le5	bú gào le
不周了	buio7rru\eee	bu4 zhou1 le5	bù zhōu le
不响了	buio1ls/\eee	bu4 xiang3 le5	bù xiǎng le
不哦	buio'eee	bu4 o5	bù o
不哭了	buioquuu\eee	bu4 ku1 le5	bù kū le
不唱了	boiu8fd/\eee	bu2 chang4 le5	bú chàng le
不善了	boiu9fdz\eee	bu2 shan4 le5	bú shàn le
不喊了	buiohssz\eee	bu4 han3 le5	bù hǎn le
不喘了	buio8osz\eee	bu4 chuan3 le5	bù chuǎn le
不喜了	buio1lll\eee	bu4 xi3 le5	bù xǐ le
不喝了	buiohrrr\eee	bu4 he1 le5	bù hē le
不喷了	buiopvva\eee	bu4 pen1 le5	bù pēn le
不回了	buiohocj\eee	bu4 hui2 le5	bù huí le
不困了	boiuqucz\eee	bu2 kun4 le5	bú kùn le
不在么	boiu6fdl-eee	bu2 zai4 me5	bú zài me
不在了	buio6fdl\eee	bu4 zai4 le5	bù zài le
不坏了	boiuhudl\eee	bu2 huai4 le5	bú huài le
不坐了	boiu6uew\eee	bu2 zuo4 le5	bú zuò le
不堪了	buioqffa\eee	bu4 kan1 le5	bù kān le
不堵了	buio]ooo\eee	bu4 du3 le5	bù dǔ le
不墨迹	boiu-rew3jkl	bu2 mo4 ji4	bú mò jì
不处了	buio8ooo\eee	bu4 chu3 le5	bù chǔ le
不多了	buio]urr\eee	bu4 duo1 le5	bù duō le
不够了	boiugreo\eee	bu2 gou4 le5	bú gòu le
不大了	boiu]fds\eee	bu2 da4 le5	bú dà le
不太饿	boiutfdl'rew	bu2 tai4 e4	bú tài è
不失了	buio9JJJ\eee	bu4 shi1 le5	bù shī le
不夸了	buioquff\eee	bu4 kua1 le5	bù kuā le
不好么	buiohsso-eee	bu4 hao3 me5	bù hǎo me
不好了	buiohsso\eee	bu4 hao3 le5	bù hǎo le
不好哦	buiohsso'eee	bu4 hao3 o5	bù hǎo o
不如一鹗	buio0oiuyjjj'rew	bu4 ru2 yi1 e4	bù rú yī è
不如了	buio0oiu\eee	bu4 ru2 le5	bù rú le
不妙了	boiu-jdo\eee	bu2 miao4 le5	bú miào le
不妥了	buiotoww\eee	bu4 tuo3 le5	bù tuǒ le
不娶了	buio2...\eee	bu4 qu3 le5	bù qǔ le
不嫁了	boiu3jds\eee	bu2 jia4 le5	bú jià le
不嫩了	boiunvcz\eee	bu2 nen4 le5	bú nèn le
不孝了	boiu1jdo\eee	bu2 xiao4 le5	bú xiào le
不学了	buio1.cv\eee	bu4 xue2 le5	bù xué le
不安了	buio'ffa\eee	bu4 an1 le5	bù ān le
不完了	buio=oda\eee	bu4 wan2 le5	bù wán le
不定了	boiu]je/\eee	bu2 ding4 le5	bú dìng le
不定额	boiu]je/'wer	bu2 ding4 e2	bú dìng é
不寂寞	boiu3jkl-rew	bu2 ji4 mo4	bú jì mò
不对了	boiu]ucl\eee	bu2 dui4 le5	bú duì le
不对哦	boiu]ucl'wer	bu2 dui4 o2	bú duì ó
不封了	buio[rr;\eee	bu4 feng1 le5	bù fēng le
不小了	buio1lso\eee	bu4 xiao3 le5	bù xiǎo le
不少了	buio9sso\eee	bu4 shao3 le5	bù shǎo le
不就了	boiu3jeo\eee	bu2 jiu4 le5	bú jiù le
不屑了	boiu1jcx\eee	bu2 xie4 le5	bú xiè le
不巧了	buio2lso\eee	bu4 qiao3 le5	bù qiǎo le
不差了	boiu8fds\eee	bu2 cha4 le5	bú chà le
不差什么	buio8fds9xca-eee	bu4 cha4 shen2 me5	bù chà shén me
不已了	buioylll\eee	bu4 yi3 le5	bù yǐ le
不帅了	boiu9udl\eee	bu2 shuai4 le5	bú shuài le
不带了	boiu]fdl\eee	bu2 dai4 le5	bú dài le
不干了	boiugfdz\eee	bu2 gan4 le5	bú gàn le
不平了	buiople;\eee	bu4 ping2 le5	bù píng le
不幸了	boiu1je/\eee	bu2 xing4 le5	bú xìng le
不幽默	buioyjru-rew	bu4 you1 mo4	bù yōu mò
不幽默地	buioyjru-rew]eee	bu4 you1 mo4 de5	bù yōu mò de
不开了	buioqffj\eee	bu4 kai1 le5	bù kāi le
不弄了	boiunue/\eee	bu2 nong4 le5	bú nòng le
不强了	buio2ld;\eee	bu4 qiang2 le5	bù qiáng le
不当了	buio]ff;\eee	bu4 dang1 le5	bù dāng le
不录了	boiu\uio\eee	bu2 lu4 le5	bú lù le
不待了	boiu]fdl\eee	bu2 dai4 le5	bú dài le
不得么	buio]wer-eee	bu4 de2 me5	bù dé me
不得了	buio]wer\eee	bu4 de2 le5	bù dé le
不得哦	buio]wer'wer	bu4 de2 o2	bù dé ó
不必了	boiubjkl\eee	bu2 bi4 le5	bú bì le
不忍了	buio0xxz\eee	bu4 ren3 le5	bù rěn le
不忘了	boiu=ud/\eee	bu2 wang4 le5	bú wàng le
不忙了	buio-sd;\eee	bu4 mang2 le5	bù máng le
不快了	boiuqudl\eee	bu2 kuai4 le5	bú kuài le
不念了	boiunjdz\eee	bu2 nian4 le5	bú niàn le
不念旧恶	buionjdz3jeo'rew	bu4 nian4 jiu4 e4	bù niàn jiù è
不怎么	buio6xxz-eee	bu4 zen3 me5	bù zěn me
不怎么样	buio6xxz-eeeyjd/	bu4 zen3 me5 yang4	bù zěn me yàng
不怕么	boiupfds-eee	bu2 pa4 me5	bú pà me
不怕了	boiupfds\eee	bu2 pa4 le5	bú pà le
不急么	buio3lkj-eee	bu4 ji2 me5	bù jí me
不急了	buio3lkj\eee	bu4 ji2 le5	bù jí le
不怪了	boiugudl\eee	bu2 guai4 le5	bú guài le
不恨了	boiuhvcz\eee	bu2 hen4 le5	bú hèn le
不恶	buio'rew	bu4 e4	bù è
不恶化	boiu'rewhuds	bu2 e4 hua4	bú è huà
不恶心	buio'www1jva	bu4 e3 xin1	bù ě xīn
不恶而严	buio'rew'OIUylda	bu4 e4 er2 yan2	bù è ér yán
不恶风	buio'rew[rr;	bu4 e4 feng1	bù è fēng
不悦了	boiu`mcx\eee	bu2 yue4 le5	bú yuè le
不惯了	boiugudz\eee	bu2 guan4 le5	bú guàn le
不想了	buio1ls/\eee	bu4 xiang3 le5	bù xiǎng le
不愁了	buio8weu\eee	bu4 chou2 le5	bù chóu le
不慌了	buiohuf;\eee	bu4 huang1 le5	bù huāng le
不懂了	buio]ow/\eee	bu4 dong3 le5	bù dǒng le
不懂哦	buio]ow/'wer	bu4 dong3 o2	bù dǒng ó
不成么	buio8we;-eee	bu4 cheng2 me5	bù chéng me
不成了	buio8we;\eee	bu4 cheng2 le5	bù chéng le
不戴了	boiu]fdl\eee	bu2 dai4 le5	bú dài le
不打了	buio]sss\eee	bu4 da3 le5	bù dǎ le
不扔了	buio0rr;\eee	bu4 reng1 le5	bù rēng le
不扯了	buio8www\eee	bu4 che3 le5	bù chě le
不找了	buio7sso\eee	bu4 zhao3 le5	bù zhǎo le
不投了	buiotweu\eee	bu4 tou2 le5	bù tóu le
不抖了	buio]wwo\eee	bu4 dou3 le5	bù dǒu le
不抗饿	boiuqfd/'rew	bu2 kang4 e4	bú kàng è
不抢了	buio2ls/\eee	bu4 qiang3 le5	bù qiǎng le
不报了	boiubfdo\eee	bu2 bao4 le5	bú bào le
不抱了	boiubfdo\eee	bu2 bao4 le5	bú bào le
不抽了	buio8rru\eee	bu4 chou1 le5	bù chōu le
不拉了	buio\fff\eee	bu4 la1 le5	bù lā le
不拍了	buiopffj\eee	bu4 pai1 le5	bù pāi le
不拿了	buionsdf\eee	bu4 na2 le5	bù ná le
不挑了	buiotjfu\eee	bu4 tiao1 le5	bù tiāo le
不挨饿	buio'sdj'rew	bu4 ai2 e4	bù ái è
不换了	boiuhudz\eee	bu2 huan4 le5	bú huàn le
不掉了	boiu]jdo\eee	bu2 diao4 le5	bú diào le
不接了	buio3jvv\eee	bu4 jie1 le5	bù jiē le
不提了	buiotlkj\eee	bu4 ti2 le5	bù tí le
不提额	buiotlkj'wer	bu4 ti2 e2	bù tí é
不搞了	buiogsso\eee	bu4 gao3 le5	bù gǎo le
不搭了	buio]fff\eee	bu4 da1 le5	bù dā le
不摆了	buiobssl\eee	bu4 bai3 le5	bù bǎi le
不摸	buio-rrr	bu4 mo1	bù mō
不摸了	buio-rrr\eee	bu4 mo1 le5	bù mō le
不摸头	buio-rrrtweu	bu4 mo1 tou2	bù mō tóu
不撑了	buio8rr;\eee	bu4 cheng1 le5	bù chēng le
不播了	buiobrrr\eee	bu4 bo1 le5	bù bō le
不擦了	buio5fff\eee	bu4 ca1 le5	bù cā le
不支了	buio7JJJ\eee	bu4 zhi1 le5	bù zhī le
不收了	buio9rru\eee	bu4 shou1 le5	bù shōu le
不改了	buiogssl\eee	bu4 gai3 le5	bù gǎi le
不放了	boiu[fd/\eee	bu2 fang4 le5	bú fàng le
不教了	buio3jfu\eee	bu4 jiao1 le5	bù jiāo le
不敢了	buiogssz\eee	bu4 gan3 le5	bù gǎn le
不敬了	boiu3je/\eee	bu2 jing4 le5	bú jìng le
不整了	buio7ww/\eee	bu4 zheng3 le5	bù zhěng le
不新了	buio1jva\eee	bu4 xin1 le5	bù xīn le
不早了	buio6sso\eee	bu4 zao3 le5	bù zǎo le
不明了	buio-le;\eee	bu4 ming2 le5	bù míng le
不明了地	buio-le;\eee]eee	bu4 ming2 le5 de5	bù míng le de
不易了	boiuyjkl\eee	bu2 yi4 le5	bú yì le
不是么	boiu9JKL-eee	bu2 shi4 me5	bú shì me
不是了	boiu9JKL\eee	bu2 shi4 le5	bú shì le
不是哦	boiu9JKL'eee	bu2 shi4 o5	bú shì o
不是喔	boiu9JKL'rrr	bu2 shi4 o1	bú shì ō
不是恶	boiu9JKL'rew	bu2 shi4 e4	bú shì è
不晃了	boiuhud/\eee	bu2 huang4 le5	bú huàng le
不晒了	boiu9fdl\eee	bu2 shai4 le5	bú shài le
不晕了	buio`mva\eee	bu4 yun1 le5	bù yūn le
不晚了	buio=osz\eee	bu4 wan3 le5	bù wǎn le
不更了	buiogrr;\eee	bu4 geng1 le5	bù gēng le
不服了	buio[oiu\eee	bu4 fu2 le5	bù fú le
不服哦	buio[oiu'wer	bu4 fu2 o2	bù fú ó
不杀了	buio9fff\eee	bu4 sha1 le5	bù shā le
不来了	buio\sdj\eee	bu4 lai2 le5	bù lái le
不来哦	buio\sdj'eee	bu4 lai2 o5	bù lái o
不枉了	buio=os/\eee	bu4 wang3 le5	bù wǎng le
不止了	buio7LLL\eee	bu4 zhi3 le5	bù zhǐ le
不正了	boiu7re/\eee	bu2 zheng4 le5	bú zhèng le
不死了	buio4LLL\eee	bu4 si3 le5	bù sǐ le
不比了	buioblll\eee	bu4 bi3 le5	bù bǐ le
不气了	boiu2jkl\eee	bu2 qi4 le5	bú qì le
不水了	buio9oxl\eee	bu4 shui3 le5	bù shuǐ le
不沉默	buio8xca-rew	bu4 chen2 mo4	bù chén mò
不没收	boiu-rew9rru	bu2 mo4 shou1	bú mò shōu
不油了	buioyleu\eee	bu4 you2 le5	bù yóu le
不治了	boiu7JKL\eee	bu2 zhi4 le5	bú zhì le
不洇墨	buioyjva-rew	bu4 yin1 mo4	bù yīn mò
不洗了	buio1lll\eee	bu4 xi3 le5	bù xǐ le
不活了	buiohoer\eee	bu4 huo2 le5	bù huó le
不流了	buio\leu\eee	bu4 liu2 le5	bù liú le
不济了	boiu3jkl\eee	bu2 ji4 le5	bú jì le
不浓了	buionoe;\eee	bu4 nong2 le5	bù nóng le
不涨了	buio7ss/\eee	bu4 zhang3 le5	bù zhǎng le
不清了	buio2jr;\eee	bu4 qing1 le5	bù qīng le
不渴了	buioqwww\eee	bu4 ke3 le5	bù kě le
不滑了	buiohodf\eee	bu4 hua2 le5	bù huá le
不满了	buio-ssz\eee	bu4 man3 le5	bù mǎn le
不演了	buioylsz\eee	bu4 yan3 le5	bù yǎn le
不火了	buiohoww\eee	bu4 huo3 le5	bù huǒ le
不灵了	buio\le;\eee	bu4 ling2 le5	bù líng le
不点了	buio]lsz\eee	bu4 dian3 le5	bù diǎn le
不烧了	buio9ffu\eee	bu4 shao1 le5	bù shāo le
不烫了	boiutfd/\eee	bu2 tang4 le5	bú tàng le
不热了	boiu0rew\eee	bu2 re4 le5	bú rè le
不然了	buio0sda\eee	bu4 ran2 le5	bù rán le
不爆了	boiubfdo\eee	bu2 bao4 le5	bú bào le
不爱么	boiu'fdl-eee	bu2 ai4 me5	bú ài me
不爱了	boiu'fdl\eee	bu2 ai4 le5	bú ài le
不爽了	buio9os/\eee	bu4 shuang3 le5	bù shuǎng le
不牢了	buio\sdu\eee	bu4 lao2 le5	bù láo le
不特么	boiutrew-eee	bu2 te4 me5	bú tè me
不猜了	buio5ffj\eee	bu4 cai1 le5	bù cāi le
不玩了	buio=oda\eee	bu4 wan2 le5	bù wán le
不理了	buio\lll\eee	bu4 li3 le5	bù lǐ le
不琢磨	buio6oer-eee	bu4 zuo2 mo5	bù zuó mo
不甘寂寞	buiogffa3jkl-rew	bu4 gan1 ji4 mo4	bù gān jì mò
不甜了	buiotlda\eee	bu4 tian2 le5	bù tián le
不生了	buio9rr;\eee	bu4 sheng1 le5	bù shēng le
不用了	boiu`me/\eee	bu2 yong4 le5	bú yòng le
不画了	boiuhuds\eee	bu2 hua4 le5	bú huà le
不畅了	boiu8fd/\eee	bu2 chang4 le5	bú chàng le
不留了	buio\leu\eee	bu4 liu2 le5	bù liú le
不疯了	buio[rr;\eee	bu4 feng1 le5	bù fēng le
不疼了	buiotwe;\eee	bu4 teng2 le5	bù téng le
不痒了	buioyls/\eee	bu4 yang3 le5	bù yǎng le
不痛了	boiutue/\eee	bu2 tong4 le5	bú tòng le
不白了	buiobsdj\eee	bu4 bai2 le5	bù bái le
不的了	buio]eee\eee	bu4 de5 le5	bù de le
不直了	buio7LKJ\eee	bu4 zhi2 le5	bù zhí le
不看了	boiuqfdz\eee	bu2 kan4 le5	bú kàn le
不着了	buio7sdu\eee	bu4 zhao2 le5	bù zháo le
不睡了	boiu9ucl\eee	bu2 shui4 le5	bú shuì le
不瞒了	buio-sda\eee	bu4 man2 le5	bù mán le
不知了	buio7JJJ\eee	bu4 zhi1 le5	bù zhī le
不知哦	buio7JJJ'wer	bu4 zhi1 o2	bù zhī ó
不短了	buio]osz\eee	bu4 duan3 le5	bù duǎn le
不硬了	boiuyje/\eee	bu2 ying4 le5	bú yìng le
不碰了	boiupre/\eee	bu2 peng4 le5	bú pèng le
不磨叽	buio-rew3kkk	bu4 mo4 ji5	bù mò ji
不离了	buio\lkj\eee	bu4 li2 le5	bù lí le
不种了	buio7ow/\eee	bu4 zhong3 le5	bù zhǒng le
不租了	buio6uuu\eee	bu4 zu1 le5	bù zū le
不稳了	buio=oxz\eee	bu4 wen3 le5	bù wěn le
不空了	buioqur;\eee	bu4 kong1 le5	bù kōng le
不穿了	buio8ufa\eee	bu4 chuan1 le5	bù chuān le
不笑了	boiu1jdo\eee	bu2 xiao4 le5	bú xiào le
不符了	buio[oiu\eee	bu4 fu2 le5	bù fú le
不等了	buio]ww/\eee	bu4 deng3 le5	bù děng le
不答了	buio]sdf\eee	bu4 da2 le5	bù dá le
不签了	buio2jfa\eee	bu4 qian1 le5	bù qiān le
不算了	boiu4udz\eee	bu2 suan4 le5	bú suàn le
不算什么	boiu4udz9xca-eee	bu2 suan4 shen2 me5	bú suàn shén me
不管了	buiogosz\eee	bu4 guan3 le5	bù guǎn le
不粘了	buio7ffa\eee	bu4 zhan1 le5	bù zhān le
不累了	boiu\vcl\eee	bu2 lei4 le5	bú lèi le
不红了	buiohoe;\eee	bu4 hong2 le5	bù hóng le
不约了	buio`mvv\eee	bu4 yue1 le5	bù yuē le
不纯了	buio8oca\eee	bu4 chun2 le5	bù chún le
不练了	boiu\jdz\eee	bu2 lian4 le5	bú liàn le
不结了	buio3lcv\eee	bu4 jie2 le5	bù jié le
不给了	buiogxxl\eee	bu4 gei3 le5	bù gěi le
不缺了	buio2mvv\eee	bu4 que1 le5	bù quē le
不美了	buio-xxl\eee	bu4 mei3 le5	bù měi le
不翻了	buio[ffa\eee	bu4 fan1 le5	bù fān le
不考了	buioqsso\eee	bu4 kao3 le5	bù kǎo le
不耐了	boiunfdl\eee	bu2 nai4 le5	bú nài le
不聊了	buio\ldu\eee	bu4 liao2 le5	bù liáo le
不肯了	buioqxxz\eee	bu4 ken3 le5	bù kěn le
不胜了	boiu9re/\eee	bu2 sheng4 le5	bú shèng le
不能么	buionwe;-eee	bu4 neng2 me5	bù néng me
不能摸	buionwe;-rrr	bu4 neng2 mo1	bù néng mō
不脆了	boiu5ucl\eee	bu2 cui4 le5	bú cuì le
不腻了	boiunjkl\eee	bu2 ni4 le5	bú nì le
不臭了	boiu8reo\eee	bu2 chou4 le5	bú chòu le
不舍了	buio9www\eee	bu4 she3 le5	bù shě le
不良了	buio\ld;\eee	bu4 liang2 le5	bù liáng le
不花了	buiohuff\eee	bu4 hua1 le5	bù huā le
不苦了	buioqooo\eee	bu4 ku3 le5	bù kǔ le
不菲了	buio[xxl\eee	bu4 fei3 le5	bù fěi le
不行么	buio1le;-eee	bu4 xing2 me5	bù xíng me
不行了	buio1le;\eee	bu4 xing2 le5	bù xíng le
不行哦	buio1le;'wer	bu4 xing2 o2	bù xíng ó
不行喔	buio1le;'rrr	bu4 xing2 o1	bù xíng ō
不补了	buiobooo\eee	bu4 bu3 le5	bù bǔ le
不表了	buioblso\eee	bu4 biao3 le5	bù biǎo le
不装了	buio7uf;\eee	bu4 zhuang1 le5	bù zhuāng le
不要了	boiuyjdo\eee	bu2 yao4 le5	bú yào le
不要哦	boiuyjdo'wer	bu2 yao4 o2	bú yào ó
不要摸	boiuyjdo-rrr	bu2 yao4 mo1	bú yào mō
不要骂我哦	boiuyjdo-fds=oww'eee	bu2 yao4 ma4 wo3 o5	bú yào mà wǒ o
不见了	boiu3jdz\eee	bu2 jian4 le5	bú jiàn le
不解了	buio3lxx\eee	bu4 jie3 le5	bù jiě le
不触摸	boiu8uio-rrr	bu2 chu4 mo1	bú chù mō
不言了	buioylda\eee	bu4 yan2 le5	bù yán le
不订了	boiu]je/\eee	bu2 ding4 le5	bú dìng le
不认了	boiu0vcz\eee	bu2 ren4 le5	bú rèn le
不让了	boiu0fd/\eee	bu2 rang4 le5	bú ràng le
不让摸	boiu0fd/-rrr	bu2 rang4 mo1	bú ràng mō
不记了	boiu3jkl\eee	bu2 ji4 le5	bú jì le
不讲了	buio3ls/\eee	bu4 jiang3 le5	bù jiǎng le
不许了	buio1...\eee	bu4 xu3 le5	bù xǔ le
不论什么	boiu\ucz9xca-eee	bu2 lun4 shen2 me5	bú lùn shén me
不评了	buiople;\eee	bu4 ping2 le5	bù píng le
不试了	boiu9JKL\eee	bu2 shi4 le5	bú shì le
不该了	buiogffj\eee	bu4 gai1 le5	bù gāi le
不语了	buio`...\eee	bu4 yu3 le5	bù yǔ le
不误了	boiu=uio\eee	bu2 wu4 le5	bú wù le
不说了	buio9urr\eee	bu4 shuo1 le5	bù shuō le
不说哦	buio9urr'wer	bu4 shuo1 o2	bù shuō ó
不请了	buio2lw/\eee	bu4 qing3 le5	bù qǐng le
不读了	buio]oiu\eee	bu4 du2 le5	bù dú le
不调了	buiotldu\eee	bu4 tiao2 le5	bù tiáo le
不谈了	buiotsda\eee	bu4 tan2 le5	bù tán le
不贫了	buioplca\eee	bu4 pin2 le5	bù pín le
不贴了	buiotjvv\eee	bu4 tie1 le5	bù tiē le
不贵了	boiugucl\eee	bu2 gui4 le5	bú guì le
不贵哦	boiugucl'wer	bu2 gui4 o2	bú guì ó
不赔了	buiopxcj\eee	bu4 pei2 le5	bù péi le
不赖哦	boiu\fdl'wer	bu2 lai4 o2	bú lài ó
不赢了	buioyle;\eee	bu4 ying2 le5	bù yíng le
不走了	buio6wwo\eee	bu4 zou3 le5	bù zǒu le
不起了	buio2lll\eee	bu4 qi3 le5	bù qǐ le
不足了	buio6oiu\eee	bu4 zu2 le5	bù zú le
不足额	buio6oiu'wer	bu4 zu2 e2	bù zú é
不跑了	buiopsso\eee	bu4 pao3 le5	bù pǎo le
不跟了	buiogvva\eee	bu4 gen1 le5	bù gēn le
不跳了	boiutjdo\eee	bu2 tiao4 le5	bú tiào le
不踢了	buiotjjj\eee	bu4 ti1 le5	bù tī le
不转了	buio7osz\eee	bu4 zhuan3 le5	bù zhuǎn le
不轻了	buio2jr;\eee	bu4 qing1 le5	bù qīng le
